"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2018","54.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2019","36"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2014","34.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2015","34.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2016","35.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2017","54"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2018","71"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Total","Pourcentage","2019","49.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2014","33.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2015","36"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2016","35.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2017","52.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2018","71.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Masculin","Pourcentage","2019","47.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2014","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2015","23.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2016","34.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2017","57.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2018","68.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BINAH","Fémin","Pourcentage","2019","59.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2014","40.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2015","81.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2016","36.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2017","37.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2018","45.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Total","Pourcentage","2019","28.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2014","40.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2015","84.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2016","36.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2017","36.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2018","45.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Masculin","Pourcentage","2019","20.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2014","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2016","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2017","53.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2018","48"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DANKPEN","Fémin","Pourcentage","2019","105.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2014","32.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2015","35.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2016","51.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2017","44.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2018","56.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Total","Pourcentage","2019","48.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2014","31.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2015","36.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2016","51.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2017","46.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2018","53.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Masculin","Pourcentage","2019","44.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2014","38.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2015","29.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2016","48.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2017","39"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2018","67.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","DOUFELGOU","Fémin","Pourcentage","2019","58.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2014","32.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2015","29.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2016","34.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2017","46.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2018","54.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Total","Pourcentage","2019","50.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2014","28.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2015","31.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2016","32.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2017","44"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2018","52.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Masculin","Pourcentage","2019","47.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2014","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2015","16.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2016","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2017","63.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2018","69.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KERAN","Fémin","Pourcentage","2019","70"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2014","38.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2015","38"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2016","45.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2017","47"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2018","67.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Total","Pourcentage","2019","59.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2014","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2015","40.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2016","47.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2017","48.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2018","67.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Masculin","Pourcentage","2019","60.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2014","35.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2015","29.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2016","39.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2017","42.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2018","67.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KOZAH","Fémin","Pourcentage","2019","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2014","45.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2015","30.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2016","50.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2017","43.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2018","56.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Total","Pourcentage","2019","57.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2014","47.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2015","30.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2016","52.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2017","45.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2018","57.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Masculin","Pourcentage","2019","58.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2014","41.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2015","0.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2016","44.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2017","37.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2018","53.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R. Savanes","Fémin","Pourcentage","2019","57"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2014","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2015","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2016","50.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2017","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2018","56.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Total","Pourcentage","2019","77"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2014","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2015","44.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2016","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2017","46.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2018","56.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Masculin","Pourcentage","2019","77.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2014","37.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2016","47.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2017","30.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2018","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","CINKASSE","Fémin","Pourcentage","2019","75.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPENDJAL","Total","Pourcentage","2014","36.9"
