indicator_id,indicator_label_en
GTVP.4.V,"Share of all students in post-secondary non-tertiary education enrolled in vocational programmes, both sexes (%)"
GTVP.4.V.F,"Share of all students in post-secondary non-tertiary education enrolled in vocational programmes, female (%)"
GTVP.4.V.GPIA,"Share of all students in post-secondary non-tertiary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
GTVP.4.V.M,"Share of all students in post-secondary non-tertiary education enrolled in vocational programmes, male (%)"
GTVP.5.GPV,"Share of all students in short-cycle tertiary education enrolled in general programmes, both sexes (%)"
GTVP.5.GPV.F,"Share of all students in short-cycle tertiary education enrolled in general programmes, female (%)"
GTVP.5.GPV.GPIA,"Share of all students in short-cycle tertiary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.5.GPV.M,"Share of all students in short-cycle tertiary education enrolled in general programmes, male (%)"
GTVP.5.V,"Share of all students in short-cycle tertiary education enrolled in vocational programmes, both sexes (%)"
GTVP.5.V.F,"Share of all students in short-cycle tertiary education enrolled in vocational programmes, female (%)"
GTVP.5.V.GPIA,"Share of all students in short-cycle tertiary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
GTVP.5.V.M,"Share of all students in short-cycle tertiary education enrolled in vocational programmes, male (%)"
ILLPOP.AG15T24,"Youth illiterate population, 15-24 years, both sexes (number)"
ILLPOP.AG15T24.F,"Youth illiterate population, 15-24 years, female (number)"
ILLPOP.AG15T24.M,"Youth illiterate population, 15-24 years, male (number)"
ILLPOP.AG15T24.RUR,"Illiterate youth population, 15-24 years, rural, both sexes (number)"
ILLPOP.AG15T24.RUR.F,"Illiterate youth population, 15-24 years, rural, female (number)"
ILLPOP.AG15T24.RUR.M,"Illiterate youth population, 15-24 years, rural, male (number)"
ILLPOP.AG15T24.URB,"Illiterate youth population, 15-24 years, urban, both sexes (number)"
ILLPOP.AG15T24.URB.F,"Illiterate youth population, 15-24 years, urban, female (number)"
ILLPOP.AG15T24.URB.M,"Illiterate youth population, 15-24 years, urban, male (number)"
ILLPOP.AG15T99,"Adult illiterate population, 15+ years, both sexes (number)"
ILLPOP.AG15T99.F,"Adult illiterate population, 15+ years, female (number)"
ILLPOP.AG15T99.M,"Adult illiterate population, 15+ years, male (number)"
ILLPOP.AG15T99.RUR,"Adult illiterate population, 15+ years, rural, both sexes (number)"
ILLPOP.AG15T99.RUR.F,"Adult illiterate population, 15+ years, rural, female (number)"
ILLPOP.AG15T99.RUR.M,"Adult illiterate population, 15+ years, rural, male (number)"
ILLPOP.AG15T99.URB,"Adult illiterate population, 15+ years, urban, both sexes (number)"
ILLPOP.AG15T99.URB.F,"Adult illiterate population, 15+ years, urban, female (number)"
ILLPOP.AG15T99.URB.M,"Adult illiterate population, 15+ years, urban, male (number)"
ILLPOPF.AG15T24,"Youth illiterate population, 15-24 years, % female"
ILLPOPF.AG15T24.RUR,"Illiterate youth population, 15-24 years, rural, % female"
ILLPOPF.AG15T24.URB,"Illiterate youth population, 15-24 years, urban, % female"
ILLPOPF.AG15T99,"Adult illiterate population, 15+ years, % female"
ILLPOPF.AG15T99.RUR,"Adult illiterate population, 15+ years, rural, % female"
ILLPOPF.AG15T99.URB,"Adult illiterate population, 15+ years, urban, % female"
MENF.5T8,"Net flow of internationally mobile students (inbound - outbound), both sexes (UIS estimate) (number)"
MENF.5T8.F,"Net flow of internationally mobile students (inbound - outbound), female (UIS estimate) (number)"
MENF.5T8.GPIA,"Net flow of internationally mobile students (inbound - outbound), adjusted gender parity index (GPIA)"
MENF.5T8.M,"Net flow of internationally mobile students (inbound - outbound), male (UIS estimate) (number)"
MENFR.5T8,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (UIS estimate) (%)"
MENFR.5T8.F,"Net flow ratio of internationally mobile students (inbound - outbound), female (UIS estimate) (%)"
MENFR.5T8.GPIA,"Net flow ratio of internationally mobile students (inbound - outbound), adjusted gender parity index (GPIA)"
MENFR.5T8.M,"Net flow ratio of internationally mobile students (inbound - outbound), male (UIS estimate) (%)"
MOGER.5T8.40500,"Mobile outbound gross enrolment ratio, tertiary students studying in North America and Western Europe, both sexes (UIS estimate) (%)"
MOGER.5T8.40500.F,"Mobile outbound gross enrolment ratio, tertiary students studying in North America and Western Europe, female (UIS estimate) (%)"
MOGER.5T8.40500.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in North America and Western Europe, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40500.M,"Mobile outbound gross enrolment ratio, tertiary students studying in North America and Western Europe, male (UIS estimate) (%)"
MOGER.5T8.40505,"Mobile outbound gross enrolment ratio, tertiary students studying in Central Asia, both sexes (UIS estimate) (%)"
MOGER.5T8.40505.F,"Mobile outbound gross enrolment ratio, tertiary students studying in Central Asia, female (UIS estimate) (%)"
MOGER.5T8.40505.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in Central Asia, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40505.M,"Mobile outbound gross enrolment ratio, tertiary students studying in Central Asia, male (UIS estimate) (%)"
MOGER.5T8.40510,"Mobile outbound gross enrolment ratio, tertiary students studying abroad, all countries, both sexes (UIS estimate) (%)"
MOGER.5T8.40510.F,"Mobile outbound gross enrolment ratio, tertiary students studying abroad, all countries, female (UIS estimate) (%)"
MOGER.5T8.40510.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying abroad, all countries, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40510.M,"Mobile outbound gross enrolment ratio, tertiary students studying abroad, all countries, male (UIS estimate) (%)"
MOGER.5T8.40515,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia and the Pacific, both sexes (UIS estimate) (%)"
MOGER.5T8.40515.F,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia and the Pacific, female (UIS estimate) (%)"
MOGER.5T8.40515.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia and the Pacific, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40515.M,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia and the Pacific, male (UIS estimate) (%)"
MOGER.5T8.40516,"Mobile outbound gross enrolment ratio, tertiary students studying in the Pacific, both sexes (UIS estimate) (%)"
MOGER.5T8.40516.F,"Mobile outbound gross enrolment ratio, tertiary students studying in the Pacific, female (UIS estimate) (%)"
MOGER.5T8.40516.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in the Pacific, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40516.M,"Mobile outbound gross enrolment ratio, tertiary students studying in the Pacific, male (UIS estimate) (%)"
MOGER.5T8.40517,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia, both sexes (UIS estimate) (%)"
MOGER.5T8.40517.F,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia, female (UIS estimate) (%)"
MOGER.5T8.40517.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40517.M,"Mobile outbound gross enrolment ratio, tertiary students studying in East Asia, male (UIS estimate) (%)"
MOGER.5T8.40520,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America and the Caribbean, both sexes (UIS estimate) (%)"
MOGER.5T8.40520.F,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America and the Caribbean, female (UIS estimate) (%)"
MOGER.5T8.40520.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America and the Caribbean, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40520.M,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America and the Caribbean, male (UIS estimate) (%)"
MOGER.5T8.40521,"Mobile outbound gross enrolment ratio, tertiary students studying in the Caribbean, both sexes (UIS estimate) (%)"
MOGER.5T8.40521.F,"Mobile outbound gross enrolment ratio, tertiary students studying in the Caribbean, female (UIS estimate) (%)"
MOGER.5T8.40521.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in the Caribbean, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40521.M,"Mobile outbound gross enrolment ratio, tertiary students studying in the Caribbean, male (UIS estimate) (%)"
MOGER.5T8.40522,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America, both sexes (UIS estimate) (%)"
MOGER.5T8.40522.F,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America, female (UIS estimate) (%)"
MOGER.5T8.40522.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40522.M,"Mobile outbound gross enrolment ratio, tertiary students studying in Latin America, male (UIS estimate) (%)"
MOGER.5T8.40525,"Mobile outbound gross enrolment ratio, tertiary students studying in the Arab States, both sexes (UIS estimate) (%)"
MOGER.5T8.40525.F,"Mobile outbound gross enrolment ratio, tertiary students studying in the Arab States, female (UIS estimate) (%)"
MOGER.5T8.40525.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in the Arab States, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40525.M,"Mobile outbound gross enrolment ratio, tertiary students studying in the Arab States, male (UIS estimate) (%)"
MOGER.5T8.40530,"Mobile outbound gross enrolment ratio, tertiary students studying in Central and Eastern Europe, both sexes (UIS estimate) (%)"
MOGER.5T8.40530.F,"Mobile outbound gross enrolment ratio, tertiary students studying in Central and Eastern Europe, female (UIS estimate) (%)"
MOGER.5T8.40530.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in Central and Eastern Europe, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40530.M,"Mobile outbound gross enrolment ratio, tertiary students studying in Central and Eastern Europe, male (UIS estimate) (%)"
MOGER.5T8.40535,"Mobile outbound gross enrolment ratio, tertiary students studying in South and West Asia, both sexes (UIS estimate) (%)"
MOGER.5T8.40535.F,"Mobile outbound gross enrolment ratio, tertiary students studying in South and West Asia, female (UIS estimate) (%)"
MOGER.5T8.40535.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in South and West Asia, adjusted gender parity index (GPIA) (UIS estimate)"
MOGER.5T8.40535.M,"Mobile outbound gross enrolment ratio, tertiary students studying in South and West Asia, male (UIS estimate) (%)"
MOGER.5T8.40540,"Mobile outbound gross enrolment ratio, tertiary students studying in sub-Saharan Africa, both sexes (UIS estimate) (%)"
MOGER.5T8.40540.F,"Mobile outbound gross enrolment ratio, tertiary students studying in sub-Saharan Africa, female (UIS estimate) (%)"
MOGER.5T8.40540.GPIA,"Mobile outbound gross enrolment ratio, tertiary students studying in sub-Saharan Africa, adjusted gender parity index (GPIA) (UIS estimate)"
